Job_Role,Company_name,Location,Desired_Experience,Skills_Required,Salary_Expected,Stats,Job_Description,Education
"Senior Data Scientist
NutaNXT Technologies",NutaNXT Technologies,"Pune, Bengaluru",10 - 20 years,"Key Skills
SANData analysisPython",Not Disclosed,Posted: 30+ days agoOpenings: 1Job Applicants: 116,"Senior Data Scientist Job Description

Looking For A Person With Hands- On Experience In Variety Of Data Analysis Methods, Ml, Dl Algorithms Using Python.

Pune/ Bangalore(Ind) San Jose/ Aguora Hills(Ca, Usa)","Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required"
"Artificial Intelligence Expert - Data Scientist/ Machine Learning
New Era India3.6(27 Reviews)",New Era India3.6(27 Reviews),United States,11 - 15 years,"Key Skills
Speech RecognitionNLPArtificial IntelligenceImage ProcessingData ScientistComputer VisionMachine LearningPhDArtificial Intelligence ExpertSensor",Not Disclosed,Posted: 24 days agoOpenings: 1Job Applicants: 389,"JD:

a) Machine Learning

b) Computer Vision:

c) Image and Sensor technologies:

d) Intelligent Speech Recognition

e) Communication Systems & Protocol

f) NLP/NLU

Years of experience needed: PhD plus 4+years of experience; NON PhD: 8+ years","Education
UG :BCA in Computers, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization
PG :Any Postgraduate in Any Specialization
Doctorate :Doctorate Not Required"
"Machine Learning Developer / Data Scientist
Logica Infotech",Logica Infotech,Kolkata,5 - 10 years,"Key Skills
UnixSANjQueryLinuxSASData structuresWindowsSQLAjaxPython",Not Disclosed,Posted: 30+ days agoOpenings: 1Job Applicants: 59,"REQUIRED SKILLSETS: IT Software, Data Science,
QUALIFICATION: A MS in CS Machine Learning/NLP, Statistics, Operational Research or in a highly quantitative field
- 3+ years of hands-on experience in predictive modeling and large data analysis
- 3+ years of experience using R/SAS and SQL in a Windows/Linux/UNIX environment
- 3+ years of experience with Python / Dot Net Technologies
WORK EXPERIENCE: 5 + Years
ROLE CATEGORY: Programming & Design
ROLE: System Architect/Designer/Senior Analyst Programmer
EMPLOYMENT TYPE: Permanent Job, Full Time
JOB DESCRIPTION
Mandatory Skill set & experience:
Experience in developing, designing AI & ML applications using Machine Learning & Deep Learning frameworks
C#.Net .NET, MVC framework, Web Services, REST & SOAP
Python & R programming Language
Client-side scripting languages: Java script, JQuery, AngularJS, Ajax
Predictive modeling and Quantitative analysis of both structured and unstructured data using Machine Learning and Deep Learning
CNN (Convolutional Neural Networks), RNN (Recurrent Neural Networks) and NLP (natural language processing)
Natural Language Processing/Computational Linguistics Machine Learning Python (OOP & regular expression), Dot Net Framework implementation
Experience of deep learning training in distributed contexts: multi-GPU, multi-node, synchronous vs asynchronous Problem-solving skills Advanced data structures and algorithms
Highly motivated with excellent verbal and written communication skills
BS or MS in Computer Science or equivalent","Education
UG :Any Graduate in Any Specialization
PG :Post Graduation Not Required"
"Data Scientist - NLP/ Machine Learning
Inhapp Consultancy
Hiring for Leading Client",Inhapp Consultancy,"Bengaluru, Hyderabad",5 - 8 years,"Key Skills
TensorflowNLPArtificial IntelligenceData ScientistData ManagementAWSAlgorithmMachine LearningDeep LearningPython",Not Disclosed,Posted: 30+ days agoJob Applicants: 434,"Job Description :

- 7+ years- experience in development and implementation of AI/Machine Learning based models and applications

- 1+ years experience in implementing production grade deep learning applications using Tensor Flow is preferred

- Strong Python programming skills with 3+ years-experience

- 3+ year's experience in Natural Language Processing is preferred

- 3+ year's experience using Hadoop stack

- 1+ year experience working on AWS stack preferred

- 1+ years experience using MongoDB preferred

- Experience implementing deep learning based sequence algorithms such as RNN, GRU, LSTM for NLP applications is strongly preferred

- Experience implementing recommendation algorithms such as collaborative filtering and/or it variants strongly preferred

- Requires Bachelors degree in Computer Science, Engineering, Machine Learning, Statistics, Mathematics, Econometrics, Physics or related Quantitative disciplines. Master or Phd candidates preferred

- Experience in healthcare sector is preferred","Education
UG :BCA in Computers, B.A in Economics, Statistics, Maths, B.Tech/B.E. in Computers, B.Sc in Maths, Physics, Computers, Statistics
PG :Any Postgraduate in Any Specialization
Doctorate :Doctorate Not Required"
"Data Scientist - NLP/ Machine Learning
Inhapp Consultancy
Hiring for Leading Client",Inhapp Consultancy,"Bengaluru, Hyderabad",5 - 8 years,"Key Skills
TensorflowNLPArtificial IntelligenceData ScientistData ManagementAWSAlgorithmMachine LearningDeep LearningPython",Not Disclosed,Posted: 30+ days agoJob Applicants: 434,"Job Description :

- 7+ years- experience in development and implementation of AI/Machine Learning based models and applications

- 1+ years experience in implementing production grade deep learning applications using Tensor Flow is preferred

- Strong Python programming skills with 3+ years-experience

- 3+ year's experience in Natural Language Processing is preferred

- 3+ year's experience using Hadoop stack

- 1+ year experience working on AWS stack preferred

- 1+ years experience using MongoDB preferred

- Experience implementing deep learning based sequence algorithms such as RNN, GRU, LSTM for NLP applications is strongly preferred

- Experience implementing recommendation algorithms such as collaborative filtering and/or it variants strongly preferred

- Requires Bachelors degree in Computer Science, Engineering, Machine Learning, Statistics, Mathematics, Econometrics, Physics or related Quantitative disciplines. Master or Phd candidates preferred

- Experience in healthcare sector is preferred","Education
UG :BCA in Computers, B.A in Economics, Statistics, Maths, B.Tech/B.E. in Computers, B.Sc in Maths, Physics, Computers, Statistics
PG :Any Postgraduate in Any Specialization
Doctorate :Doctorate Not Required"
"Data Science/ Scientist - Python/ Deep Learning
ICR INDIA CERTIFICATIONS PRIVATE LIMITED",ICR INDIA CERTIFICATIONS PRIVATE LIMITED,"Chennai, Bengaluru, Hyderabad",0 - 3 years,"Key Skills
pythonc++java","₹ 3,00,000 - 5,00,000 P.A.",Posted: 1 day agoOpenings: 10Job Applicants: 199,IT Software : Software Products & Services,"Education
UG :B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any Specialization, Any Graduate in Any Specialization"
"Data Scientist
Bigshyft Hiring for Netomi",Bigshyft Hiring for Netomi,Gurgaon,1 - 3 years,"Key Skills
RNatural Language Processing NLPMachine Learning MLDeep LearningPython","₹ 7,50,000 - 11,00,000 P.A.",Posted: 2 days agoJob Applicants: 154,"What Makes You A Great Fit:
Experience in NLP and Machine learning, distributed computing and modern databases
1-3 years of work experience related to classifications, clustering, Knowledge representation, Information Extraction, and Reasoning.
Experience working with a wide variety of statistical models such as linear/logistic regression, clustering, support vector machines (SVM) neural networks, Random Forest, CRF, Bayesian models, supervised/unsupervised learning, etc.
Deep knowledge and experience in both key areas Information Extraction (from structured and unstructured data and represent that knowledge) Knowledge Information Retrieval.
Knowledge of Deep Learning(ANN, CNN, RBM) and has NLP Deep Learning experience related to Word2Vec, Thought Vectors.","Education
UG :B.Tech/B.E. in Any Specialization"
"Data Scientist - IT
Ehireo",Ehireo,Gurgaon,4 - 9 years,"Key Skills
RBusiness SolutionsAlgorithmsImage ProcessingProgrammingMachine LearningPython",Not Disclosed,Posted: 3 days agoJob Applicants: 531,"Required Qualification : B.Tech/ M.Tech/ MS from Tier-I/ II college

Roles and Responsibilities

- You will building algorithms at field/plant level to solve real-world problems and help millions of farmers and agri-businesses with their decision making.

- Build deep understanding of existing algorithms in spatial and aerial imaging data assets.

- Categorise crop health and soil health, and estimate yields.

- Identify early onset of pests and diseases, build alerts and farmer/business solutions.

- Evaluate different imaging platforms, datasets and technologies.

- Identify libraries and technologies that solve our problems and/or are worth experimentation.

- Collaborate with agri-experts to map imagery data to recommendations; with engineering team to scale your work.

- We believe in a small and effective team - you will have a say in what to build and own it.

Required Skills

- Have 4+ years of experience in image based machine learning and/or image processing.

- Come up with your own goals and don't need heavy direction or daily check-ins.

- Fluent in Python (preferred) or R, capable of framing problems as programming tasks from the ground up, as well as working with existing code.

- Fluent in statistical/machine learning libraries in Python or R.

- Understanding or intent to learn geospatial data formats and GIS concepts.

- Experience with image based machine learning.

- Knowledge of GIS concepts and experience with vector geospatial data is a plus.

- A STEM degree from top tier educational institutes.","Education
UG :B.Tech/B.E. in Computers
PG :MBA/PGDM in Information Technology, MS/M.Sc(Science) in Computers, M.Tech in Computers
Doctorate :Doctorate Not Required"
"Senior Data Scientist
Wolters Kluwer India Pvt Ltd3.3(56 Reviews)",Wolters Kluwer India Pvt Ltd3.3(56 Reviews),"Pune, Mumbai",5 - 9 years,"Key Skills
Computer scienceText miningOperations researchdata scienceNeural networksAnalyticalMachine learningData collectiondata visualizationPython",Not Disclosed,Posted: 30+ days agoOpenings: 1Job Applicants: 404,"Job Description
Looking for a data scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in ing data science techniques, doing statistical analysis, text mining and building high quality prediction systems integrated with our products.
Responsibilities
Analyze data using state-of-the-art methods
Selecting features, building and optimizing classifiers using machine learning techniques
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance
Skills and Qualifications
Bachelor s Degree OR Post Graduate degree in Statistics, Operations Research, Economics, Mathematics, Computer Science.
4+ years of experience in machine learning techniques and algorithms.
Excellent understanding of algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.
3+ years of experience with common data science toolkits, such as R and Python. Excellence in at least one of these is highly desirable
Excellent understanding of neural networks, decision systems, and experience in text mining is a big plus.
Very good applied statistics skills, such as distributions, statistical testing, regression, etc.
Experience with data visualization tools such as Tableau would be desirable.
Ability to learn and build competencies in new tools and statistical techniques whenever required
Ability to explain and defend his/her ideas and analysis, while still able to understand the merits of others opinions.
Strong analytical and problem-solving skills
Excellent verbal & written communication skills
Highly motivated, organized, proactive self-starter and a team player.
Data-oriented personality","Education
UG :Any Graduate in Any Specialization
PG :Post Graduation Not Required"
"Senior Data Scientist
Wieden + Kennedy Delhi3.8(9 Reviews)",Wieden + Kennedy Delhi3.8(9 Reviews),"Pune, Mumbai",2 - 7 years,"Key Skills
Computer scienceText miningOperations researchdata scienceNeural networksAnalyticalMachine learningData collectiondata visualizationPython",Not Disclosed,Posted: 30+ days agoOpenings: 1Job Applicants: 128,"Job Description
Looking for a data scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data science techniques, doing statistical analysis, text mining and building high quality prediction systems integrated with our products.
Strong Experience on : R , Python, AIML, Text Analystics, NLP.
Qualification : Statistics / Mathematics
Responsibilities
Analyze data using state-of-the-art methods
Selecting features, building and optimizing classifiers using machine learning techniques
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance
Skills and Qualifications
Bachelor s Degree OR Post Graduate degree in Statistics, Operations Research, Economics, Mathematics, Computer Science.
4+ years of experience in machine learning techniques and algorithms.
Excellent understanding of algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.
3+ years of experience with common data science toolkits, such as R and Python. Excellence in at least one of these is highly desirable
Excellent understanding of neural networks, decision systems, and experience in text mining is a big plus.
Very good applied statistics skills, such as distributions, statistical testing, regression, etc.
Experience with data visualization tools such as Tableau would be desirable.
Ability to learn and build competencies in new tools and statistical techniques whenever required
Ability to explain and defend his/her ideas and analysis, while still able to understand the merits of others opinions.
Strong analytical and problem-solving skills
Excellent verbal & written communication skills
Highly motivated, organized, proactive self-starter and a team player.
Data-oriented personality","Education
UG :Any Graduate in Any Specialization
PG :Any Postgraduate in Any Specialization"
"Senior Data Scientist
STATXO",STATXO,"Bengaluru, Gurgaon",4 - 6 years,"Key Skills
Analytical skillsadvanced analyticsChemicalIndustrial productsManager TechnologyMarket researchMS OfficeWord VBAPowerpointServicing",Not Disclosed,Posted: 30+ days agoOpenings: 1Job Applicants: 86,"Designation : Senior Data Scientist
Location : Bangalore/ Gurgaon
Experience Required : Bachelors Degree with 4 - 6 yrs exp./ PG with 2 - 4 yrs experience in Data Sciences
Education : BE/ B.Tech/ M.Tech/ MBA from a recognized university","Education
UG :Any Graduate in Any Specialization
PG :Post Graduation Not Required"
"Data Scientist Machine Learning
Delhivery4.1(1112 Reviews)",Delhivery4.1(1112 Reviews),Gurgaon,1 - 3 years,"Key Skills
algorithmsC++operationsSimulationAnalyticalMachine learningToolsCMSCustomer serviceDistribution networkForecastingLogistics",Not Disclosed,Posted: 30+ days agoOpenings: 1Job Applicants: 266,"Data Scientist Machine Learning Apply DescriptionIf you want to use Artificial Intelligence to solve the most pressing problems in the Indian logistics industry, our data team is the place to be. We are the country s premium data science team featured widely in press and news; see:
In the past year, the data science team at Delhivery has built key capabilities in the following areas:

Maps: Our business relies heavily on understanding where our end customers live and how to get there. This is a huge India specific challenge, primarily because of the unstandardized way of writing addresses and poor quality of road/ pincode data in smaller towns/ villages. We process a large amount of location data from our devices on the ground to learn locality boundaries, routes taken by ground staff, etc.
Machine Learning: We use a range of machine learning techniques to automate decision making at the ground level, e.g., identifying whether a shipment is safe to fly based on its product description, identifying which shipments have a high probability of being returned, etc.
Discrete Optimisation: We rely on a range of optimisation methods to ensure our distribution network is designed for cost efficiencies and scale, e.g., Vehicle Routing Problem to optimise the shipment collection process from clients, Facility Location Problem to ensure our distribution centres are suitably located, etc.
Simulation: The scale of our distribution network often makes many problems intractable due to the existence of millions of variables and how they interact with each other over time. We are investing to build an in- house Simulator to enable us to measure the impact of changes in the network over time and ultimately design a system that can be self aware .We are looking to expand our team to further our capabilities in the area of Machine Learning.
Responsibility
Collaborate with cross- functional teams including but not limited to Engineering, Products, Operations, Sales, Marketing, Security, Customer Service, etc. to breakdown complex business problems and recommend data science products.
Use advanced statistics and machine learning on large scale multidimensional data and generate actionable insights that will be leveraged to drive operations and develop strategies for Delhivery.
Use machine learning and analytical techniques to create scalable solutions for business problems.
Contribute to the development/ deployment of machine learning algorithms.
Establish scalable, efficient, automated processes for large scale data analyses, model development, model validation and model implementation.
Disseminate original research in peer reviewed journals and conferences.Qualifications
Degree (B.Tech, MS, PhD or equivalent) in Computer Science, Mathematics, Operational Research, Statistics or Natural Sciences
1- 3 years of work experience in data science and statistical modeling for DS, 3+ for Sr. DS
A very clear understanding of probability and statistics, analytical approach to problem solving, and capability to think critically on a diverse array of problems
Supervised Machine Learning Algorithms: Logistic Regression, Bayesian Approach, Decision Trees, Support Vector Machines. Neural Networks, Ensemble Methods, Feature selection techniques etc
Understanding of advanced algorithms (i.e.","Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required"
"Senior Deep Learning Data Scientist
Number Theory Software",Number Theory Software,Gurgaon,2 - 6 years,"Key Skills
Computer visiondeep learningsoftware architectureImage processingData modelingCodingNeural networksData structuresDeploymentPython",Not Disclosed,Posted: 30+ days agoOpenings: 1Job Applicants: 97,"Role 1 : Senior Deep Learning Data Scientist
Location : Gurgaon
What you'll be doing in your new job:
Design, develop and deploy deep learning systems for Visual AI Problems
Analyse deep learning architectures and define architecture strategy
Deploy Models in production and enable auto retraining framework
Work on Model Deployment on Edge device
Optimally manage available resources such as compute hardware, edge memory and data
Define relevant metrices for model performance
Define data augmentation pipeline and pre-processing strategies
Implement appropriate Deep Learning algorithms and ability to debug neural networks
Study and reproduce DL prototypes/research papers
What are we looking for:
2-6 years of experience in Designing and Deploying Deep Learning Solutions
In-Depth knowledge of Deep Learning Architectures
In-Depth knowledge of Transfer Learning, Adversarial Learning
In-Depth knowledge of Image Processing and Computer Vision algorithms
Robust working knowledge with deep learning frameworks (like Tensorflow, PyTorch, Keras)
Excellent Python Coding Skills
Experience with GPU/CUDA programming
Worked on Edge side model deployment
Deeper understanding of math, probability, statistics and algorithms
Deeper understanding of data structures, data modelling, and software architecture
Understanding in Distributed Computing
Qualification: PhD in Computer Vision from premium institute","Education
UG :Any Graduate in Any Specialization
PG :Post Graduation Not Required"
"Data Scientist
Kawa Space",Kawa Space,"Mumbai, Bengaluru",4 - 9 years,"Key Skills
GISData analysisPrototypeGCPAnalyticalMachine learningData structuresForecastingRemote sensingPython",Not Disclosed,Posted: 30+ days agoOpenings: 1Job Applicants: 111,"Job description
Responsibilities
Implement Computer Vision modules for different problem statements and follow best practises in ML/ DL
Work on GIS data and build inferences out of satellite imagery
Read state of the art research papers and come up with solutions to apply computer vision / ML in the domain of remote sensing
Work with large, complex data sets. Solve difficult, non-routine analysis problems, applying advanced analytical methods as needed. Conduct analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.
Build and prototype analysis pipelines iteratively to provide insights at scale. Develop comprehensive knowledge of kawa data structures and metrics, advocating for changes where needed for product development.
Research and develop analysis, forecasting, and optimization methods to improve the quality of Kawa s user facing products.
Qualifications
4 years of relevant work experience in Deep learning, Machine learning and expertise with statistical data analysis such as linear models, multivariate analysis, stochastic models, sampling methods.
Previous exposure in handling GIS data and large raster files
Experience in GCP
Strong python programming experience
Good to have experience in GDAL and Rasterio
Experience in building Computer Vision workflows
Previous exposure in deploying production ready ML / DL pipelines using Tensorflow / Pytorch.
Applied experience with machine learning on large datasets.","Education
UG :Any Graduate in Any Specialization
PG :Post Graduation Not Required"
"Data Scientist
PayU India3.7(108 Reviews)",PayU India3.7(108 Reviews),"Mumbai, Bengaluru",3 - 5 years,"Key Skills
Computer scienceEMISASSocial mediaMachine learningOpen sourceData miningFinancial servicesSQLPython",Not Disclosed,Posted: 27 days agoOpenings: 1Job Applicants: 500,"Job Description
We are looking for a senior data scientist in the PayU intelligence team who will be primarily responsible for modeling complex problems, discovering insights, and identifying opportunities through the use of statistical, algorithmic, mining, and visualization techniques. Your primary focus will be to propose innovative ways utilizing graph databases and analytics to look at the problems by applying data mining techniques, doing statistical analysis, validating your findings using an experimental and iterative approach, and building high-quality prediction systems integrated with our services. You will need strong business understanding, analytical and problem-solving skills, and programming knowledge.

Responsibilities
Design experiments, test hypotheses, and build models utilizing the traditional datasets and graph data.
Apply advanced statistical and predictive modeling techniques to build, maintain, and improve on multiple real-time decision systems.
Identify what data is available and relevant, including internal and external data sources, leveraging new data collection processes such as geo-location or social media
Utilize patterns and variations in the volume, speed and other characteristics of data for predictive analysis.
Define the preprocessing or feature engineering to be done on a given dataset, data augmentation pipelines, training models and tuning their hyperparameters, analyzing the errors of the model and designing strategies to overcome them
Selecting features, building and optimizing classifiers using machine learning techniques
Extending company s data with third party sources of information when needed
Creating automated anomaly detection systems and constant tracking of its performance

Skills and Qualifications
Bachelors in mathematics, statistics or computer science or a related field; Masters or PHD degree preferred.
3 years of relevant quantitative and qualitative research and analytics experience.
Extensive knowledge of statistical techniques.
Ability to come up with solutions to loosely defined business problems by leveraging pattern detection over potentially large datasets.
Proficiency in statistical analysis, quantitative analytics, forecasting/predictive analytics, multivariate testing, and optimization algorithms.
Proficient in deep learning (CNN, RNN, LSTM, attention models, etc.), machine learning (SVM, GLM, boosting, random forest), graph models and reinforcement learning
Experience with open source tools for deep learning and machine learning technology such as Keras, tensorflow, pytorch, scikit-learn, pandas, etc.
Strong programming skills (Hadoop MapReduce or other big data frameworks, Java, Python), statistical modeling (R, Python, SAS), query languages such as SQL, Hive, Pig
Familiarity with basic principles of distributed computing and distributed databases.
Demonstrable ability to quickly understand new concepts - all the way down to the theorems - and to come out with original solutions to mathematical issues.","Education
UG :Any Graduate in Any Specialization
PG :Post Graduation Not Required"
"Data Scientist
TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON",TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,"Jamshedpur, Mumbai, Bengaluru",2 - 7 years,"Key Skills
Data analysisData managementHTMLHTTPInformation managementData miningEconometricsInformation technologyFinancial servicesSQL",Not Disclosed,Posted: 30+ days agoOpenings: 1Job Applicants: 654,"Key Responsibilities:
Apply Data Mining Data Analysis methods using a variety of data tools, building and implementing models using algorithms and creating running simulations to drive optimisation and improvement across business functions
Assess accuracy of new data sources and data gathering techniques
Perform Exploratory Data Analysis, detailed analysis of business problems and technical environments in designing the solution
Apply Supervised, Unsupervised, Reinforcement Learning and Deep Learning algorithms
Apply advanced Machine Learning Algorithms and Statistics:
o Regression, Simulation, Scenario Analysis
o Time Series Modelling
o Classification - Logistic Regression, Decision Trees, SVM, KNN, Naive Bayes
o Clustering, K-Means
o Ensemble Models - Random Forest, Boosting, Bagging
o Neural Networks
Lead and manage Proof of Concepts and demonstrate the outcomes quickly
Document use cases, solutions and recommendations
Work analytically in a problem-solving environment
Work in a fast-paced agile development environment
Coordinate with different functional teams to implement models and monitor outcomes
Work with stakeholders throughout the organization to identify opportunities for leveraging organisation data and apply Predictive Modelling techniques to gain insights across business functions - Operations, Products, Sales, Marketing, HR and Finance teams
Help program and project managers in the design, planning and governance of implementing Data Science solutions

Experience and Skills:
2-7 years of professional working experience in Analytics
Experience in Retail, Financial Services and Manufacturing
Experience using statistical packages of R, Python and Spark ML to work with data and draw insights from large data sets
Experience with distributed data computing tools: Hadoop, Hive, Spark, Python
Experience with SQL
Experience visualizing presenting data for stakeholders using matplot, ggplot or Excel or Tableau
Excellent written and verbal communication skills for coordinating across teams
Education qualification:
Bachelors Masters in a quantitative discipline (Statistics, Econometrics, Mathematics, Engineering and Science)","Education
UG :Any Graduate in Any Specialization
PG :Post Graduation Not Required"
"Data Scientist(Associate/Sr.Associate)
HELLES TALENT SOLUTIONS PRIVATE LIMITED
Hiring for Leading Client",HELLES TALENT SOLUTIONS PRIVATE LIMITED,Bengaluru,6 - 11 years,"Key Skills
Data ScienceData AnalyticsDATA SCIENTISTDeep LearningPython",Not Disclosed,Posted: 5 days agoOpenings: 6Job Applicants: 341,"Ability to work with business users to refine analytical requirements and breakdown/solve
complex business problems
• Staying connected with analytics industry trends in data, techniques, technologies.

Required Candidate profile
Bachelor/Master of Engineering, BSc/MSc Honors, PhD or equivalent
• 5+ years’ experience of working on analytics projects and initiatives","Education
UG :B.Tech/B.E. in Any Specialization"
"Data Scientist
Bigshyft Hiring for Algoscale Technologies",Bigshyft Hiring for Algoscale Technologies,Noida,1 - 2 years,"Key Skills
JavaAlgorithmsMachine Learning MLStatistical ModellingPython","₹ 7,00,000 - 8,00,000 P.A.",Posted: 3 days agoJob Applicants: 122,"What you'll do:
Selecting features, building and optimizing models using machine learning techniques.
Handling clients and respective client calls to discuss the progress of the projects.
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Creating automated anomaly detection systems and constant tracking of its performance
Adopting new research methodologies including Deep Learning (CNNs, LSTMs) on projects.
Crunch a large volume of data, observe trends and build scalable & analytical models.

What makes you a great fit:
Excellent understanding of Machine Learning techniques and algorithms.
Proficiency with Python & Java for production-ready code and modeling.
Experience with Data Science toolkits, such as sci-kit, NLTK, Pandas, Spacy, Seaborn, Matplotlib etc.
Proficiency in using query languages such as SQL, knowledge in the area of NLP, Predictive Modelling & Recommendation Engines is a big plus.
Solid applied statistics skills, such as distributions, statistical testing, regression, etc.
Appreciable knowledge of databases like NoSQL, MongoDB, Postgres, etc.","Education
UG :B.Tech/B.E. in Computers"
"Data Scientist - Machine Learning & Statistical Analysis - R/ Python
Talent Stock Solutions
Hiring for Leading Client",Talent Stock Solutions,Delhi,2 - 5 years,"Key Skills
Data ScienceRCData ScientistStatistical AnalystMachine LearningAlgorithmPython",Not Disclosed,Posted: 30+ days agoJob Applicants: 804,"Data Scientist|Tech based Startup | IIT NIT

What you'll do :

- Analyze and dig out carefully vetted, actionable insights from (mostly! pre-cleaned) data.

- Turn insights into precise changes in the system; applying a toolset including calculus, statistical modeling, advanced algorithms, and machine learning to create measurable dollar impact.

- Scale and generalize forecasting models and optimization algorithms to handle requirements from new markets and clients.

- Travel and engage clients directly to translate their business needs into implementable science.

We'd love to have you if :

- Fundamental math and designing robust algorithms from scratch excites you (as opposed to just running boost.fit).

- You care deeply about true measurable value, not just methods; and you are willing to go the many extra miles to create it.

- You are hands-on, like to get in there yourself; and can take a vague problem all the way through to designing, implementing, and proving the solution.

- You pay attention to writing clean, minimal code; bugs really bother you.

- You are pragmatic and have an eye for detail.

What you'll need :

- Quantitative degree (scienceengineering) from a top-tier college; Computer Science preferred.

- Solid understanding of machine learning fundamentals, probability, and algorithms.

- At least 1-year of experience coding in R.

- 2-5 years of experience in building analytical models; familiarity with common machine learning techniques.

- Experience in statistical inference and causal experimentation design a big plus.

- Experience in C and Python a big plus.","Education
UG :BCA in Computers, B.Tech/B.E. in Computers, B.Sc in Computers
PG :Any Postgraduate in Any Specialization
Doctorate :Doctorate Not Required"
"Data Scientist
Search Advisers Services ( GUJ ) Pvt. Ltd.
Hiring for Client of Seacrchends",Search Advisers Services ( GUJ ) Pvt. Ltd.,Gandhinagar,1 - 3 years,"Key Skills
KibanaHiveNoSQLElkFlumeMongoDBSparkElastic SearchPigSQL","₹ 2,00,000 - 5,00,000 P.A.",Posted: 1 day agoOpenings: 1Job Applicants: 173,"Roles and Responsibilities
Experience with the following tools and technologies will be an added advantage:
Hadoop Ecosystem (Hive, Pig, Flume, Spark), ELK Stack (Elastic Search & Kibana)
Visualization Tools Tableau, QlikView, etc
Relational SQL and NoSQL databases (PostgreSQL, MongoDB)
Proficient and experience in languages such as Python, R


Desired Candidate Profile

Perks and Benefits","Education
Doctorate :Any Doctorate in Any Specialization, Ph.D in Any Specialization"
"Director Data Science (principal Scientist)
Search Advisers Services ( GUJ ) Pvt. Ltd.",Search Advisers Services ( GUJ ) Pvt. Ltd.,Bengaluru,10 - 20 years,"Key Skills
Team Managementdeep l&dData MiningProcess ImprovementText MiningMachine LearningStatisticsDeep LearningDSData ScienceCustomer ExperienceAdvanced AnalyticsPredictive Analytics","₹ 50,00,000 - 90,00,000 P.A.",Posted: 1 day agoOpenings: 1Job Applicants: 1278,"Apply knowledge of advanced analytics, data mining and statistical techniques to design and develop enterprise analytic solutions, which are focused on advancing the state of the art in ecommerce. . . deliver Predictive Analytics, Data Mining, Text Mining and Machine Learning driven solutions for Organization product & ecosystem. Systemic intelligence and data driven products are going to be most important aspects for creating unparalleled customer experience.

. . define best practices in the use of advanced analytics and therefore must possess the ability to understand and document business processes and influence process improvement. . . explore emerging technologies to evaluate new opportunities to deliver advance analytics solutions for the largest logistics player in India. . . be expected to design and develop prototypes & proof-of-concept solutions to support the development of standardized analytic offerings across multiple industries.


Responsibilities:
Develop and implement various types of predictive models, machine learning, Optimization and mathematical modelling to help create disproportionate business impact.
Work with analytics, business and product teams to identify critical business problems to solve
Independently ideate, conceptualize, develop and deploy machine learning and statistics/optimization solutions for these business problems
Demonstrate execution excellence, insightful technical thought-leadership, high impact team management and strong engagement at senior executive levels.
Mentor a deeply technical team of Analytics professionals, Statisticians, Text Mining and Decision Sciences professionals and provide business and technical guidance to them
Demonstrate technical depth and thought leadership in areas of machine learning, statistics, optimization and mathematical modelling through invited talks and peer reviewed publications
Act as a Principal who analyses and develops enterprise-wide analytics solutions. Leads in the technical assessment and delivery of specific technical capabilities.","Education
UG :B.Tech/B.E. in Any Specialization
PG :MCA in Computers, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization
Doctorate :Any Doctorate in Any Specialization, Doctorate Not Required"
