Job_Role,Company_name,Location,Desired_Experience,Skills_Required,Salary_Expected,Education
"data scientist
narayana health4.2(715 reviews)",narayana health4.2(715 reviews),['bengaluru'],1 - 4 years,"['key skills', 'change managementnlpalgorithmsbusiness analyticsimage processingneural networksdata scientistmedical imagingcomputer visiondeep learning']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required, any postgraduate in any specialization', 'doctorate :any doctorate in any specialization, doctorate not required']"
"associate data scientist
novotree minds consulting pvt limited5.0(2 reviews)",novotree minds consulting pvt limited5.0(2 reviews),['bengaluru'],2 - 5 years,"['key skills', 'predictive modelinglogistic regressionsasartificial intelligencemachine learninganalyticsdata scienceregression analysisrtime series analysisclassificationchaidstatistical modelingspssdata analyticspython']","₹ 10,00,000 - 20,00,000 p.a.","['education', 'ug :b.tech/b.e. in any specialization, b.sc in maths, statistics, computers', 'pg :ms/m.sc(science) in computers, maths, m.a in economics']"
"urgent opening f or data scientist
encora technologies (a indecomm digital company)",encora technologies (a indecomm digital company),['chennai'],5 - 10 years,"['key skills', 'natural language processingtext miningpython', 'tensorflowdata miningdata visualizationsparkstatistical analysissql', 'skills highlighted with ‘‘ are preferred keyskills']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :any doctorate in any specialization']"
"only fresher / data scientist / data analyst / business analytics- mnc
gaba consultancy services
hiring for confidential - mnc",gaba consultancy services,"['delhi ncr', ' ghaziabad', ' gurgaon']",0 years,"['key skills', 'o2cfresher data analystpower bibankingdata managementtableaumarketing analyticsgraduate fresherfresher reporting analystanalyticssqlbusiness analysisdata sciencefresherexcelr2rvbamispython']","₹ 2,25,000 - 4,75,000 p.a.","['education', 'ug :any graduate in any specialization']"
"data scientist - python/sas/r
huquo consulting pvt. ltd",huquo consulting pvt. ltd,['mumbai'],2 - 6 years,"['key skills', 'data sciencesasdata scientistdata miningdata visualizationweb analyticsdata analyticsstatisticsmachine learningpythonsql']",not disclosed,"['education', 'ug :b.tech/b.e. in computers, b.sc in maths, computers, statistics', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"data scientist / ai-ml developer
smollan india pvt ltd3.9(75 reviews)",smollan india pvt ltd3.9(75 reviews),"['mumbai suburbs', ' mumbai']",5 - 8 years,"['key skills', 'rexploratory data analysisnosqlnatural language processingstatistical modelingmachine learningstatisticsdeep learningpythonsql']",not disclosed,"['education', 'ug :any graduate in any specialization']"
"data scientist
indorama ventures4.0(63 reviews)",indorama ventures4.0(63 reviews),"['mumbai', ' kolkata']",5 - 10 years,"['key skills', 'data sciencer shinypython', 'predictive modelingadvanced analyticsdata visualizationtableaudata analyticsmachine learningstatistics', 'skills highlighted with ‘‘ are preferred keyskills']",not disclosed,"['education', 'pg :ms/m.sc(science) in computers, statistics, data informatics', 'doctorate :ph.d in statistics, computers']"
"data scientist - machine learning/deep learning
horizontal talent
hiring for leading client",horizontal talent,['pune'],4 - 9 years,"['key skills', 'data sciencetensorflowdata scientistoopstime series analysismachine learningalgorithmdeep learningdata structurenumpyflask']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization, bca in computers, b.sc in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"only fresher / data scientist / data analyst / business analytics- mnc
gaba consultancy services
hiring for confidential",gaba consultancy services,"['faridabad', ' delhi ncr', ' greater noida']",0 years,"['key skills', 'o2cfresher data analystpower bibankingdata managementtableaumarketing analyticsgraduate fresherfresher reporting analystanalyticssqlbusiness analysisdata sciencefresherexcelr2rvbamispython']","₹ 2,25,000 - 4,75,000 p.a.","['education', 'ug :any graduate in any specialization']"
"data scientist/senior data scientist
umbrella infocare pvt ltd.4.3(17 reviews)",umbrella infocare pvt ltd.4.3(17 reviews),['noida'],3 - 8 years,"['key skills', 'rhivealgorithmshadoopsparkmachine learningstatistical analysisstatisticsdeep learningpython']","₹ 7,00,000 - 17,00,000 p.a.","['education', 'ug :any graduate in any specialization']"
"senior data scientist
fetch rewards, inc.","fetch rewards, inc.",['remote'],5 - 10 years,"['key skills', 'computer sciencetableaudata sciencecodinganalyticalmachine learningbig dataanalyticssqlpython']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"data scientist
neemtree internet pvt ltd",neemtree internet pvt ltd,['india'],3 - 5 years,"['key skills', 'computer sciencetext miningbusiness objectsdata analysissimulationbusiness intelligencedata mininganalyticssqlpython']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization', 'pg :m.tech in any specialization']"
"senior business data scientist
kinaxis",kinaxis,['chennai'],5 - 9 years,"['key skills', 'data analysisoperations researchbusiness analyticspresalesworkflowlife sciencesprofessional servicesfmcgoracleanalytics']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"senior data scientist/lead
rxlogix corporation india pvt ltd",rxlogix corporation india pvt ltd,['noida( sector-125 noida )'],6 - 10 years,"['key skills', 'natural language processingmachine learningpython', 'nginxc++jiradeep learningsqlsoftware developmentcore javadjangoimage processingmongodbcomputer visionflask', 'skills highlighted with ‘‘ are preferred keyskills']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization']"
"senior data scientist
people staffing solutions
hiring for one of the reputed us based healthcare giant",people staffing solutions,"['delhi ncr', ' bengaluru', ' hyderabad']",9 - 14 years,"['key skills', 'rpythonexceldata sciencesparkmachine learningstatistical modelingdata scientistsql']",not disclosed,"['education', 'ug :any graduate in any specialization, graduation not required', 'pg :post graduation not required, any postgraduate in any specialization', 'doctorate :doctorate not required, any doctorate in any specialization']"
"data scientist
microsoft corporation4.1(372 reviews)",microsoft corporation4.1(372 reviews),"['hyderabad', ' telangana']",4 - 7 years,"['key skills', 'business processdata analysispaasmachine learningcommercedata visualizationmicrosoftlicensingsqlpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"lead data scientist
cambridge technology enterprises limited3.8(35 reviews)",cambridge technology enterprises limited3.8(35 reviews),['hyderabad( madhapur )'],10 - 20 years,"['key skills', 'data sciencescipyreinforcement learningjupyterdecision treesmachine learningstatistical analysisscikit-learnnumpypython']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization']"
"looking for data scientist for hyderabad location
novateur it technologies india private limited",novateur it technologies india private limited,['hyderabad'],2 - 4 years,"['key skills', 'tensorflowbusiness intelligencepythonspyder idehadoopaivisualization toolsdata management toolssqlrsparkmachine learningkerasshinyr']",not disclosed,"['education', 'ug :any graduate in any specialization']"
"lead data scientist
basix subk itransactions limited4.4(75 reviews)",basix subk itransactions limited4.4(75 reviews),['hyderabad'],5 - 9 years,"['key skills', 'data qualitybig datadata miningmachine learninganalytics']","₹ 7,00,000 - 12,00,000 p.a.","['education', 'ug :b.tech/b.e. in computers']"
"ai data scientist for large healthcare sw company in hyderabad
human factor corporation",human factor corporation,['hyderabad'],5 - 7 years,"['key skills', 'artificial intelligencehadoopdeep learning', 'collaborative filteringalgorithmsnatural language processingdata analyticsmachine learningstatisticspython', 'skills highlighted with ‘‘ are preferred keyskills']",not disclosed,"['education', 'ug :any graduate in any specialization']"
"business intelligence - data scientist
adp pvt. ltd.4.1(708 reviews)",adp pvt. ltd.4.1(708 reviews),"['hyderabad', ' telangana']",2 - 7 years,"['key skills', 'career developmentpayrollanalyticalscaladata structuresworkflowdata processingbusiness intelligencesqlpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :m.tech in electronics/telecommunication, mca in computers']"
"business intelligence - data scientist
adp india pvt ltd4.1(708 reviews)",adp india pvt ltd4.1(708 reviews),"['hyderabad', ' telangana']",3 - 8 years,"['key skills', 'analyticalscalaprogrammingdata structuresworkflowdata processingbusiness intelligenceanalyticssqlpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"data scientist
commvault systems (india) private limited3.6(8 reviews)",commvault systems (india) private limited3.6(8 reviews),['hyderabad'],4 - 8 years,"['key skills', 'computer sciencesasdata managementdata collectiondata qualitybusiness intelligenceoperationsanalyticstechnical supportsql']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"data scientist/junior data scientist - ai healthglobal startup
benovymed healthcare",benovymed healthcare,['gurgaon gurugram'],1 - 5 years,"['key skills', 'tensorflowdata sciencepredictive modelingnlpartificial intelligencedata scientistdata architectmachine learningdeep learningstartuppython']",not disclosed,"['education', 'ug :b.tech/b.e. in computers, any graduate in any specialization', 'pg :ms/m.sc(science) in computers, maths, m.tech in computers', 'doctorate :doctorate not required']"
"associate data scientist
aera technology4.7(3 reviews)",aera technology4.7(3 reviews),['pune'],2 - 5 years,"['key skills', 'computer sciencesanautomationdata analysisartificial intelligencemachine learningnatural language processingenterprise softwarepythonbusiness operations']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"junior/ senior data scientist - internet/ online - iit/ bits/ nit
e-hireo global pvt ltd
hiring for leading client",e-hireo global pvt ltd,['bengaluru'],10 - 15 years,"['key skills', 'sasdata scientistbig datadata warehousingstatisticsmachine learninganalytics']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :mba/pgdm in information technology', 'doctorate :doctorate not required']"
"chief data scientist with an leading learning organisation
skillventory",skillventory,['bengaluru'],10 - 20 years,"['key skills', 'data sciencerdata miningpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required, any postgraduate in any specialization', 'doctorate :any doctorate in any specialization, doctorate not required']"
"editorialist yx - data scientist
project yx",project yx,['gurgaon'],3 - 6 years,"['key skills', 'deep learningdata analysisdata sciencesparkmachine learninghadoope-commercestatisticssqlpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"editorialist yx - data scientist
editorialist yx",editorialist yx,['gurgaon'],3 - 5 years,"['key skills', 'deep learningdata analysisdata sciencesparkmachine learninghadoope-commercestatisticssqlpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"lead data scientist
springlr",springlr,['gurgaon'],6 - 11 years,"['key skills', 'computer sciencecareer developmentdeep learningmachine learningcustomer experience managementwellnessdata qualitynatural language processingcustomer experienceresearch']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"data scientist
american express global business travel4.1(53 reviews)",american express global business travel4.1(53 reviews),['gurgaon'],2 - 6 years,"['key skills', 'operations researchdata sciencetravel managementmachine learningdata qualitybig dataoperationsstatisticsproduct strategyrecruitment']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"data scientist – document extraction
arimon digilytics private limited",arimon digilytics private limited,['gurgaon'],2 - 5 years,"['key skills', 'data sciencerrestdatabasesnlpregressionbertdata modelingstatisticsdeep learning']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"data scientist
natwest group",natwest group,['gurgaon gurugram'],2 - 7 years,"['key skills', 'data sciencemultivariate analysisstatistical softwarecustomer experiencerequirement gatheringdata structuresbig datacredit riskstatistical data analysisproduction deployment']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"data scientist
infolona consumer solutions (p) ltd",infolona consumer solutions (p) ltd,['gurgaon'],2 - 7 years,"['key skills', 'text miningdata sciencesaasmachine learningdata collectioninformation retrievalbusiness modelinganalyticssqlpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
